Time,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Class 7
7164,-8.09684,-8.434731,-8.205238,-0.001136591,-13.723792,-11.071447,-8.033364
7165,-8.169002,-8.520564,-8.403377,-0.0010330051,-13.821344,-11.184628,-8.076229
7166,-8.077311,-8.444497,-8.255044,-0.0011381424,-13.704263,-11.1027,-7.999186
7167,-8.063672,-8.440626,-8.192578,-0.0011725741,-13.669141,-11.087109,-7.9630895
7168,-8.08517,-8.462124,-8.15353,-0.001186001,-13.645716,-11.098843,-7.924039
7169,-8.070556,-8.460203,-8.103759,-0.0012192407,-13.618406,-11.087155,-7.8879385
7170,-8.067647,-8.464131,-8.074483,-0.0012400683,-13.59499,-11.079364,-7.8576856
7171,-8.05304,-8.446594,-8.015931,-0.0012814861,-13.552063,-11.052062,-7.8225703
7172,-8.054033,-8.472002,-7.9944644,-0.0012990325,-13.53255,-11.028642,-7.784502
7173,-8.065776,-8.487651,-7.959333,-0.0013226073,-13.501325,-11.016947,-7.741557
7174,-8.079467,-8.515014,-7.945679,-0.001341527,-13.466186,-10.993528,-7.688842
7175,-8.083409,-8.558019,-7.93009,-0.0013775772,-13.415441,-10.962315,-7.6058693
7176,-8.07955,-8.589315,-7.9184175,-0.0014240146,-13.360799,-10.935017,-7.5170484
7177,-8.075704,-8.628439,-7.914572,-0.001484721,-13.294453,-10.91164,-7.404805
7178,-8.0953,-8.667566,-7.899987,-0.0015490126,-13.228111,-10.8726425,-7.2945194
7179,-8.075871,-8.710637,-7.864934,-0.0016525325,-13.150088,-10.825871,-7.169622
7180,-8.029135,-8.745932,-7.8650713,-0.0017899788,-13.048665,-10.7596035,-7.017415
7181,-7.9511957,-8.775413,-7.8730693,-0.001975161,-12.927757,-10.662131,-6.8496313
7182,-7.9084897,-8.779583,-7.8498955,-0.00223911,-12.760052,-10.525676,-6.648724
7183,-7.9595423,-8.826728,-7.815009,-0.0025088044,-12.623603,-10.428289,-6.454657
7184,-8.026318,-8.864207,-7.772411,-0.0028794103,-12.475535,-10.331004,-6.240184
7185,-8.046541,-8.898103,-7.706697,-0.0035719215,-12.257479,-10.18326,-5.9459553
7186,-8.0243,-8.920784,-7.6297684,-0.0047683376,-11.981331,-9.996957,-5.583748
7187,-7.9990706,-8.971725,-7.5264134,-0.0068823956,-11.65532,-9.764694,-5.1514144
7188,-8.022599,-9.077286,-7.405411,-0.010879114,-11.284316,-9.5421295,-4.6371
7189,-8.032156,-9.088797,-7.2372346,-0.014577205,-11.038013,-9.401298,-4.326345
7190,-8.008975,-9.089052,-7.065614,-0.01873931,-10.8273325,-9.280458,-4.065614
7191,-7.983899,-9.104991,-6.964365,-0.022959122,-10.655771,-9.17921,-3.8549917
7192,-7.9375143,-9.125013,-6.882825,-0.02735675,-10.503919,-9.085951,-3.6748178
7193,-7.903211,-9.13368,-6.817273,-0.032117132,-10.356335,-8.989147,-3.5106328
7194,-7.8818374,-9.155275,-6.7529306,-0.038087174,-10.213868,-8.893556,-3.3369153
7195,-7.9139733,-9.193271,-6.7128015,-0.044832624,-10.083898,-8.8143635,-3.170811
7196,-7.967315,-9.20169,-6.6548157,-0.05325189,-9.932158,-8.693879,-2.997588
7197,-8.065729,-9.196588,-6.5911193,-0.06377466,-9.755181,-8.552056,-2.8176808
7198,-8.1458025,-9.141896,-6.470021,-0.07939584,-9.51299,-8.32549,-2.6028335
7199,-8.06941,-9.05769,-6.2998767,-0.08893966,-9.374097,-8.225658,-2.4951918
7200,-7.9153504,-9.018867,-6.0471873,-0.11261619,-9.128242,-8.048164,-2.2708192
7201,-7.6300054,-8.9386,-5.6192636,-0.16711508,-8.715943,-7.739381,-1.9034448
7202,-7.262113,-8.867582,-5.1751986,-0.25625336,-8.289456,-7.4574256,-1.5199252
7203,-7.0075803,-8.890391,-4.832774,-0.4001572,-7.9021106,-7.243907,-1.1403917
7204,-6.8994017,-9.006824,-4.5976443,-0.6415894,-7.530261,-7.1025276,-0.77440244
7205,-6.920154,-9.1076565,-4.472889,-0.98460793,-7.2502327,-7.0685954,-0.4904672
7206,-6.964595,-8.98022,-4.254634,-1.5319777,-7.1169386,-7.0192823,-0.2653761
7207,-6.797649,-8.869914,-4.1189365,-2.0339758,-7.022258,-6.8269453,-0.16288257
7208,-6.6062374,-8.405066,-3.824987,-2.3313346,-6.783972,-6.412877,-0.1316275
7209,-6.9904594,-8.392803,-3.8049128,-2.8193169,-6.55296,-6.406475,-0.09006887
7210,-7.143813,-8.311781,-3.7121727,-3.0471334,-6.419204,-6.3723288,-0.07936003
7211,-7.2476287,-8.353096,-3.733956,-3.1519263,-6.3472376,-6.333565,-0.07379993
7212,-7.3177295,-8.376322,-3.6985872,-3.221049,-6.345072,-6.3157744,-0.07163405
7213,-7.356864,-8.5209255,-3.595144,-3.4408464,-6.347097,-6.41155,-0.065847054
7214,-7.3862634,-8.730015,-3.4839194,-3.7378256,-6.333529,-6.6675143,-0.060091205
7215,-7.4515066,-8.947599,-3.3147879,-4.0520926,-6.2933035,-6.971038,-0.058928307
7216,-7.485609,-9.07936,-3.1242824,-4.377211,-6.2297487,-7.212172,-0.061781246
7217,-7.6225896,-9.165561,-3.0259116,-4.5981784,-6.144075,-7.310093,-0.06399743
7218,-7.6821537,-9.275904,-2.957544,-4.865747,-6.176294,-7.3930917,-0.06496598
7219,-7.7046742,-9.442957,-2.93319,-5.159753,-6.2222514,-7.4937367,-0.06404941
7220,-7.693903,-9.600154,-2.9146063,-5.5220275,-6.283747,-7.6314034,-0.06304402
7221,-7.633833,-9.559615,-2.8203566,-5.758833,-6.4932084,-7.8330517,-0.06742685
7222,-7.514008,-9.494477,-2.5872502,-5.963229,-6.6819777,-8.135102,-0.08334375
7223,-7.340634,-9.461729,-2.214656,-6.2156315,-6.797664,-8.508601,-0.12017359
7224,-7.2594695,-9.450877,-1.8463845,-6.454782,-6.841501,-8.950875,-0.17597356
7225,-7.3566318,-9.520696,-1.6095613,-6.6730375,-6.7824144,-9.364444,-0.22711505
7226,-7.46279,-9.517478,-1.3836881,-6.9315405,-6.7440405,-9.704978,-0.29237983
7227,-7.5754137,-9.458226,-1.1965069,-7.1613507,-6.673069,-9.887914,-0.36374328
7228,-7.896481,-9.341794,-0.9248014,-7.615229,-6.748043,-10.162106,-0.5087853
7229,-8.324491,-9.238554,-0.630154,-8.066678,-6.9260516,-10.441677,-0.7639435
7230,-8.677448,-9.255574,-0.50459695,-8.357137,-6.9743237,-10.591512,-0.92940205
7231,-8.729555,-9.159244,-0.44928172,-8.292055,-6.928773,-10.48737,-1.0205706
7232,-8.7732725,-9.07015,-0.413897,-8.218584,-6.859209,-10.406085,-1.0867485
7233,-8.772916,-8.991666,-0.37252495,-8.179166,-6.835416,-10.40573,-1.1733062
7234,-8.788935,-8.984249,-0.3348335,-8.265498,-6.855342,-10.499872,-1.2625681
7235,-8.846264,-9.033765,-0.2979244,-8.424389,-6.9478273,-10.674388,-1.3618897
7236,-8.821845,-9.048408,-0.27008697,-8.532783,-7.0210633,-10.798407,-1.4468448
7237,-8.960422,-9.0541725,-0.24411294,-8.694797,-7.0737023,-10.921359,-1.5356168
7238,-9.095545,-9.048669,-0.22396186,-8.853358,-7.1228876,-11.040856,-1.6121454
7239,-9.098254,-9.067004,-0.21007065,-8.942004,-7.172473,-11.145129,-1.6695433
7240,-9.112243,-9.080992,-0.19720258,-8.995053,-7.2528667,-11.221617,-1.7264994
7241,-9.165847,-9.072097,-0.18391293,-9.048659,-7.3220963,-11.306471,-1.7898701
7242,-9.205371,-9.072558,-0.17167947,-9.103809,-7.3850594,-11.361621,-1.8528329
7243,-9.221299,-9.065049,-0.16172822,-9.143174,-7.4322386,-11.408799,-1.9078234
7244,-9.258963,-9.079274,-0.15202819,-9.196462,-7.4855247,-11.462087,-1.9650167
7245,-9.292096,-9.081159,-0.14365792,-9.229596,-7.52647,-11.518659,-2.017681
7246,-9.30541,-9.071036,-0.13597666,-9.266349,-7.5515037,-11.555412,-2.069081
7247,-9.3531685,-9.0875435,-0.12855871,-9.3219185,-7.571918,-11.6031685,-2.121723
7248,-9.361758,-9.096132,-0.122987755,-9.361758,-7.5766006,-11.643007,-2.163515
7249,-9.359853,-9.094228,-0.1196182,-9.359853,-7.5551643,-11.672353,-2.1899307
7250,-9.370297,-9.096859,-0.11541355,-9.370297,-7.5695143,-11.721858,-2.2238119
7251,-9.424707,-9.104393,-0.11147303,-9.393456,-7.5809546,-11.776266,-2.2567365
7252,-9.465713,-9.121961,-0.10731185,-9.434463,-7.5946155,-11.825087,-2.2928586
7253,-9.45329,-9.101725,-0.104165524,-9.406413,-7.57438,-11.8361,-2.3214507
7254,-9.460757,-9.093569,-0.10138053,-9.413882,-7.558411,-11.859194,-2.3474743
7255,-9.4614525,-9.094263,-0.09816907,-9.42239,-7.539575,-11.883326,-2.3784425
7256,-9.471203,-9.119639,-0.09424811,-9.479015,-7.545419,-11.939952,-2.4174905
7257,-9.456736,-9.120796,-0.091498844,-9.487985,-7.546577,-11.972359,-2.4459918
7258,-9.434278,-9.129587,-0.08857098,-9.5124,-7.56318,-12.020212,-2.4772444
7259,-9.371381,-9.15263,-0.08622319,-9.551067,-7.558879,-12.09013,-2.5032182
7260,-9.314706,-9.174081,-0.08326031,-9.603768,-7.510018,-12.213147,-2.5373628
7261,-9.295754,-9.256692,-0.07993346,-9.678566,-7.4754415,-12.3895035,-2.5770042
7262,-9.276086,-9.283897,-0.07588963,-9.752647,-7.4440536,-12.518272,-2.6276476
7263,-9.167321,-9.323572,-0.07259459,-9.847009,-7.409509,-12.753259,-2.6712272
7264,-9.015625,-9.347657,-0.07128853,-9.839843,-7.3789067,-12.894533,-2.6894522
7265,-8.901708,-9.499366,-0.06772365,-9.921239,-7.487645,-13.218114,-2.7386215
7266,-8.84463,-9.700098,-0.06289192,-10.106351,-7.6610365,-13.621975,-2.809474
7267,-8.814381,-9.732349,-0.059985884,-10.130788,-7.7284427,-13.662037,-2.8553958
7268,-8.790039,-9.84082,-0.05517551,-10.231445,-7.8525386,-13.887694,-2.9365232
7269,-8.785606,-9.918419,-0.050254777,-10.348105,-7.9418573,-14.121544,-3.0277941
7270,-8.664972,-9.954033,-0.046318427,-10.391532,-8.000911,-14.274347,-3.1083312
7271,-8.467752,-10.100567,-0.041971866,-10.49119,-8.088847,-14.663066,-3.2060351
7272,-8.401403,-10.381871,-0.036169287,-10.741249,-8.288121,-15.209997,-3.352575
7273,-8.307818,-10.436726,-0.032917846,-10.749228,-8.389852,-15.264852,-3.4464912
7274,-8.028617,-10.481741,-0.030569542,-10.692679,-8.458303,-15.325492,-3.522757
7275,-7.7236633,-10.672881,-0.027374027,-10.813507,-8.493194,-15.751006,-3.6377256
7276,-7.318829,-11.041483,-0.02390606,-11.080545,-8.572735,-16.643045,-3.783673
7277,-7.192627,-11.219971,-0.021727843,-11.235595,-8.583252,-17.141846,-3.8859863
7278,-7.3465924,-11.256748,-0.020420328,-11.373936,-8.631749,-17.287996,-3.9442484
7279,-7.496662,-11.1451,-0.020099662,-11.324786,-8.672446,-16.996666,-3.9556465
7280,-7.629791,-10.977447,-0.020415766,-11.211822,-8.65323,-16.547758,-3.9364316
7281,-7.7245464,-10.869078,-0.019468542,-11.142516,-8.720641,-16.27533,-3.9823592
7282,-7.8472166,-10.940966,-0.018115055,-11.245653,-8.819873,-16.401903,-4.0522943
7283,-8.01346,-10.915802,-0.016389068,-11.298615,-8.931428,-16.322054,-4.150177
7284,-8.110003,-10.86391,-0.015276899,-11.27016,-9.024066,-16.231098,-4.2193785
7285,-8.284475,-11.09307,-0.013968115,-11.491508,-9.159476,-16.710257,-4.30596
7286,-8.4993105,-11.108685,-0.012982232,-11.538374,-9.233686,-16.710247,-4.3762636
7287,-8.597828,-11.172046,-0.011889647,-11.640797,-9.375173,-16.882984,-4.4630623
7288,-8.795884,-11.264634,-0.010728182,-11.819323,-9.518541,-17.10057,-4.563463
7289,-8.931812,-11.244312,-0.009937204,-11.900562,-9.607594,-17.033377,-4.6388435
7290,-8.98595,-11.376577,-0.009388453,-12.032826,-9.712514,-17.2672,-4.6949353
7291,-9.0029335,-11.385748,-0.008794721,-12.049811,-9.776373,-17.229498,-4.7607474
7292,-8.855791,-11.465166,-0.008134578,-12.0979805,-9.851885,-17.402666,-4.842118
7293,-8.693053,-11.568052,-0.0075055584,-12.169617,-9.90399,-17.724304,-4.9274273
7294,-8.694279,-11.604433,-0.006777493,-12.2684965,-9.932559,-17.862247,-5.032168
7295,-8.545653,-11.690184,-0.006591239,-12.299561,-9.912841,-18.04956,-5.065185
7296,-8.33818,-11.783491,-0.0061481255,-12.361616,-9.93193,-18.322556,-5.144821
7297,-8.208738,-11.833739,-0.0056143356,-12.364989,-9.997803,-18.474365,-5.2458496
7298,-8.118288,-11.829226,-0.0050072055,-12.337039,-10.102664,-18.540165,-5.372195
7299,-8.049425,-11.846299,-0.0045027626,-12.338488,-10.193956,-18.650988,-5.4908304
7300,-8.054889,-11.8634815,-0.004106538,-12.371294,-10.277544,-18.808794,-5.590044
7301,-8.144414,-11.863164,-0.0037889048,-12.394414,-10.359257,-18.878788,-5.6698046
7302,-8.273009,-11.827698,-0.0034790286,-12.366761,-10.476134,-18.858946,-5.751526
7303,-8.335265,-11.800109,-0.003233469,-12.346984,-10.596983,-18.878233,-5.8255
7304,-8.327213,-11.8779955,-0.002994845,-12.432683,-10.667057,-19.14362,-5.9092464
7305,-8.621928,-11.852396,-0.002786103,-12.477395,-10.7820835,-19.164896,-5.9637237
7306,-8.8854685,-11.7175,-0.0026558111,-12.444062,-10.826875,-18.803436,-5.9987497
7307,-9.029861,-11.682205,-0.0025177675,-12.408768,-10.900955,-18.799393,-6.0474396
7308,-9.178161,-11.64691,-0.0023792055,-12.404723,-10.951597,-18.77191,-6.100035
7309,-9.262059,-11.637058,-0.002292995,-12.426122,-10.980808,-18.785496,-6.1351056
7310,-9.306898,-11.650646,-0.0022087628,-12.424083,-11.04127,-18.845957,-6.17213
7311,-9.353698,-11.646663,-0.0021320642,-12.420101,-11.076349,-18.881037,-6.207209
7312,-9.363384,-11.632913,-0.0020536396,-12.40635,-11.109475,-18.890724,-6.246194
7313,-9.337925,-11.619173,-0.0019853737,-12.400422,-11.119173,-18.908236,-6.283235
7314,-9.259734,-11.619108,-0.0019207555,-12.384733,-11.126921,-18.947233,-6.322233
7315,-9.056599,-11.630817,-0.0019112603,-12.373005,-11.10738,-18.998005,-6.339802
7316,-8.732406,-11.642561,-0.0019362229,-12.345687,-11.04881,-18.986311,-6.351546
7317,-8.392561,-11.802718,-0.0019362229,-12.49803,-11.037091,-19.24803,-6.388655
7318,-8.06838,-11.935568,-0.0019742055,-12.623068,-10.974629,-19.482443,-6.4179897
7319,-7.8399267,-12.015708,-0.0020359007,-12.632895,-10.921957,-19.609457,-6.42977
7320,-7.767707,-12.037239,-0.0020821893,-12.584114,-10.873176,-19.63099,-6.420051
7321,-7.7442417,-12.04893,-0.0020542368,-12.548929,-10.892678,-19.689556,-6.4434605
7322,-7.8378735,-11.990217,-0.0019361036,-12.482405,-10.958966,-19.630842,-6.494124
7323,-8.095471,-11.853284,-0.0017211937,-12.400158,-11.079845,-19.47047,-6.5798492
7324,-8.3667555,-11.753473,-0.0015207763,-12.339413,-11.230037,-19.440973,-6.675349
7325,-8.661555,-11.661552,-0.0013962593,-12.317802,-11.325616,-19.395926,-6.7279587
7326,-9.161439,-11.501282,-0.0012822023,-12.298158,-11.462221,-19.079409,-6.766907
7327,-9.544165,-11.477759,-0.001195549,-12.274633,-11.555882,-19.001196,-6.813695
7328,-9.868291,-11.520637,-0.0011041297,-12.270636,-11.622197,-19.153448,-6.8800097
7329,-10.192449,-11.516668,-0.0010425517,-12.266668,-11.657292,-19.157293,-6.926822
7330,-10.444372,-11.475624,-0.0010137331,-12.233436,-11.678747,-19.12406,-6.948279
7331,-10.672844,-11.46972,-0.00096892554,-12.21972,-11.7119055,-19.188469,-6.98925
7332,-10.821241,-11.50093,-0.0009296685,-12.211868,-11.782178,-19.289991,-7.0282736
7333,-10.9774475,-11.477449,-0.0008859386,-12.196199,-11.836823,-19.258698,-7.0751047
7334,-11.14927,-11.446145,-0.00083206926,-12.1883335,-11.89927,-19.24302,-7.137551
7335,-11.297662,-11.461726,-0.00078732957,-12.180476,-11.953914,-19.305473,-7.192194
7336,-11.438252,-11.446065,-0.0007514796,-12.133566,-11.985127,-19.305439,-7.2390347
7337,-11.586668,-11.414795,-0.0007309604,-12.078857,-12.016356,-19.25073,-7.266359
7338,-11.672587,-11.4929,-0.00071258895,-12.125716,-12.063213,-19.391336,-7.2897763
7339,-11.531954,-11.461642,-0.0007034629,-12.164767,-12.063204,-19.360077,-7.305392
7340,-11.375683,-11.477245,-0.0006815132,-12.203807,-12.063182,-19.485056,-7.340526
7341,-11.320988,-11.477239,-0.0006747137,-12.156926,-12.086614,-19.492863,-7.3522377
7342,-11.27409,-11.477217,-0.00065294356,-12.149093,-12.133468,-19.539715,-7.3873715
7343,-11.244776,-11.401026,-0.00063421566,-12.096339,-12.135402,-19.416649,-7.420556
7344,-11.05531,-11.391251,-0.0006237186,-12.1725,-12.164687,-19.438124,-7.44203
7345,-11.047484,-11.320924,-0.0006107764,-12.203736,-12.219361,-19.297485,-7.4654546
7346,-11.065032,-11.369721,-0.00058000215,-12.213471,-12.299408,-19.43222,-7.518158
7347,-11.104076,-11.400952,-0.0005601425,-12.213451,-12.338451,-19.525951,-7.553294
7348,-11.10603,-11.37947,-0.00056169304,-12.160719,-12.340405,-19.481031,-7.5513425
7349,-11.082596,-11.37166,-0.0005661063,-12.160723,-12.34041,-19.44197,-7.5435343
7350,-11.051347,-11.356036,-0.0005669412,-12.1451,-12.332599,-19.426348,-7.543535
7351,-11.012286,-11.324787,-0.000568134,-12.1138525,-12.332601,-19.37166,-7.543536
7352,-10.96151,-11.320886,-0.0005732033,-12.117763,-12.328698,-19.383385,-7.5357294
7353,-10.899015,-11.305265,-0.0005785708,-12.125583,-12.320891,-19.35214,-7.5279217
7354,-10.746683,-11.277932,-0.0005883517,-12.168559,-12.30137,-19.293556,-7.516213
7355,-10.586536,-11.258411,-0.00059884833,-12.172475,-12.266225,-19.28966,-7.504505
7356,-10.430312,-11.227189,-0.0006257465,-12.1568775,-12.227188,-19.211563,-7.4654694
7357,-10.067095,-11.231155,-0.00068747776,-12.231156,-12.160845,-19.11397,-7.3835
7358,-9.813258,-11.199977,-0.0007588165,-12.262478,-12.090605,-18.871853,-7.2937293
7359,-9.621898,-11.16096,-0.00080385315,-12.262523,-12.043773,-18.72346,-7.246899
7360,-9.442219,-11.145343,-0.00081160804,-12.26253,-12.035969,-18.746906,-7.25472
7361,-9.37188,-11.0710945,-0.00078386976,-12.149223,-12.055472,-18.703907,-7.3054724
7362,-9.553459,-10.983146,-0.00072475703,-12.037834,-12.10815,-18.686272,-7.377678
7363,-9.820994,-10.934275,-0.00068187114,-11.942089,-12.160839,-18.668652,-7.422557
7364,-10.07097,-10.92253,-0.0006559257,-11.914719,-12.219406,-18.617844,-7.445968
7365,-10.22917,-10.955731,-0.000654375,-11.947921,-12.260421,-18.619795,-7.436201
7366,-10.32097,-10.961594,-0.00065699936,-11.94597,-12.266283,-18.617844,-7.4264383
7367,-10.385412,-10.924476,-0.000647695,-11.908851,-12.260414,-18.55729,-7.4401
7368,-10.439112,-10.915674,-0.00063576637,-11.884425,-12.267238,-18.564114,-7.458644
7369,-10.481121,-10.949871,-0.00065246643,-11.9108095,-12.270184,-18.559248,-7.4264336
7370,-10.478211,-10.954774,-0.00067304366,-11.946962,-12.259462,-18.556337,-7.392275
7371,-10.54949,-10.963553,-0.000663083,-11.947929,-12.291679,-18.627617,-7.40496
7372,-10.666661,-10.97916,-0.0006456671,-11.924475,-12.346349,-18.66666,-7.42838
7373,-10.816065,-10.972314,-0.00063505064,-11.886377,-12.402001,-18.597317,-7.441065
7374,-10.926407,-10.957657,-0.00062598503,-11.856095,-12.426407,-18.582659,-7.453751
7375,-10.998679,-10.928367,-0.0006330228,-11.87368,-12.443993,-18.514305,-7.440086
7376,-11.06022,-10.927408,-0.00065091567,-11.935222,-12.450846,-18.482098,-7.4078774
7377,-11.049488,-10.8541765,-0.00066165155,-11.861991,-12.48699,-18.252617,-7.39324
7378,-10.962586,-10.790712,-0.0006731629,-11.759461,-12.4704,-18.040712,-7.380556
7379,-11.0299835,-10.834672,-0.0006873585,-11.819048,-12.475296,-18.154985,-7.354203
7380,-11.036834,-10.83371,-0.0007025086,-11.896212,-12.435272,-18.177462,-7.3298044
7381,-10.963615,-10.776117,-0.0007254728,-11.846429,-12.424554,-18.041742,-7.2995543
7382,-11.0187645,-10.745329,-0.0006991684,-11.78439,-12.495327,-17.956264,-7.3390784
7383,-11.154969,-10.756533,-0.0006722086,-11.772156,-12.553407,-17.967468,-7.3776255
7384,-11.216478,-10.724294,-0.0006587886,-11.700854,-12.560228,-17.919605,-7.4000726
7385,-11.172543,-10.664729,-0.0006670196,-11.586604,-12.594417,-17.781918,-7.3912926
7386,-11.098355,-10.574917,-0.0006985719,-11.45773,-12.590543,-17.567104,-7.348355
7387,-11.067119,-10.582745,-0.00071366254,-11.488995,-12.613996,-17.53587,-7.324933
7388,-11.124248,-10.608622,-0.00071235036,-11.53831,-12.69456,-17.561749,-7.3234673
7389,-11.195534,-10.625222,-0.00071038195,-11.539284,-12.718973,-17.601786,-7.3244414
7390,-11.244367,-10.603742,-0.0007141397,-11.517804,-12.720929,-17.556866,-7.318586
7391,-11.211663,-10.594476,-0.0007261886,-11.524163,-12.719477,-17.53979,-7.3015084
7392,-11.065691,-10.581317,-0.00075112167,-11.534443,-12.706318,-17.518818,-7.2688203
7393,-10.848947,-10.552072,-0.0008019443,-11.544259,-12.661447,-17.427073,-7.204416
7394,-10.669789,-10.490101,-0.0008435229,-11.505727,-12.615101,-17.279163,-7.15807
7395,-10.505267,-10.380267,-0.0008735299,-11.427146,-12.599017,-17.114643,-7.1302676
7396,-10.366632,-10.257258,-0.000911174,-11.249446,-12.530696,-16.91351,-7.0971026
7397,-10.206026,-10.174776,-0.0009479842,-11.135714,-12.5029,-16.846651,-7.065401
7398,-10.237783,-10.128409,-0.00096725504,-11.0034075,-12.495595,-16.800283,-7.046377
7399,-10.317392,-10.208018,-0.0009864664,-11.067391,-12.559581,-16.833017,-7.0166116
7400,-10.370649,-10.2144,-0.0010213106,-11.073773,-12.573774,-16.80815,-6.976119
7401,-10.34092,-10.200296,-0.0010774574,-11.098734,-12.567484,-16.762796,-6.9190454
7402,-9.996278,-10.183778,-0.0011600426,-11.121278,-12.519715,-16.707214,-6.8517456
7403,-9.511102,-10.089228,-0.0013354393,-11.0736,-12.409538,-16.557976,-6.7259445
7404,-8.928364,-9.955709,-0.0016070994,-10.947896,-12.229147,-16.354145,-6.568992
7405,-8.3125105,-9.859386,-0.0019644112,-10.796886,-12.02345,-16.164074,-6.4140735
7406,-7.6275587,-9.795527,-0.0025589997,-10.545527,-11.748652,-15.928339,-6.225214
7407,-6.6758804,-9.722755,-0.0040051565,-10.218848,-11.359475,-15.593852,-5.941506
7408,-5.6575217,-9.591116,-0.007130774,-9.747365,-11.016895,-15.134084,-5.663381
7409,-4.63089,-9.466827,-0.015655233,-9.150421,-10.470733,-14.470733,-5.1894855
7410,-3.30987,-9.200496,-0.05010456,-8.177058,-9.677057,-13.512996,-4.430964
7411,-2.2556894,-8.839674,-0.13337506,-7.3123302,-8.995923,-12.738111,-3.956863
7412,-1.6237705,-8.713614,-0.25316507,-6.8308043,-8.557364,-12.299553,-3.6862705
7413,-1.3324766,-8.756304,-0.36079654,-6.482867,-8.350056,-12.006305,-3.2934136
7414,-1.1272428,-8.797165,-0.49736002,-5.9104457,-8.179977,-11.570602,-2.7366173
7415,-0.87252617,-8.929166,-0.7016277,-5.222137,-8.296353,-11.429169,-2.5190108
7416,-0.75181156,-9.071148,-0.8709522,-4.618023,-8.375835,-11.383648,-2.3055224
7417,-0.63455015,-9.136504,-1.0906055,-3.800567,-8.480253,-11.558378,-2.1970506
7418,-0.52155757,-9.213453,-1.3511469,-2.7954836,-8.986889,-11.768139,-2.4517336
7419,-0.47824216,-9.1305895,-1.6872267,-2.0934768,-9.161838,-11.575899,-2.6364453
7420,-0.5037945,-8.936412,-1.9237162,-1.7030132,-9.27235,-11.27235,-2.69813
7421,-0.5882994,-8.702558,-2.0912292,-1.3795582,-9.335371,-10.772869,-2.6703305
7422,-0.67981607,-8.49427,-2.0518866,-1.3094553,-9.017709,-10.166145,-2.3595057
7423,-0.84698033,-8.260066,-1.9739335,-1.2493246,-8.47491,-9.59991,-1.9299887
7424,-1.2689852,-8.044374,-2.1117578,-0.976992,-8.036562,-9.020938,-1.5111717
7425,-1.9897528,-7.830573,-2.4038155,-0.8117745,-7.5922914,-8.287604,-1.1157309
7426,-3.1201344,-7.454117,-2.847672,-0.68751454,-7.239275,-7.5595856,-0.93336564
7427,-4.4912076,-7.2412076,-3.5439417,-0.55761343,-7.1474586,-7.3271446,-0.95409876
7428,-5.071904,-7.2633095,-4.3072567,-0.5269813,-7.278934,-7.5172153,-0.9469037
7429,-5.2641993,-7.3501363,-4.653847,-0.5493554,-7.3345113,-7.6235733,-0.9009196
7430,-5.61541,-7.435723,-4.86541,-0.57634735,-7.3575974,-7.6700974,-0.85564524
7431,-6.0381284,-7.547894,-4.9775815,-0.59672207,-7.407269,-7.7822695,-0.8242615
7432,-6.2916684,-7.6393247,-5.0338564,-0.6324884,-7.4049497,-7.822919,-0.7789732
7433,-6.441811,-7.6527486,-5.051186,-0.68302107,-7.250407,-7.6683736,-0.72306114
7434,-6.514562,-7.71378,-5.1122184,-0.71670985,-7.1512804,-7.5536237,-0.6883885
7435,-6.6085377,-7.755021,-5.1886163,-0.7296303,-7.114396,-7.493302,-0.6749419
7436,-6.6825695,-7.797805,-5.2118673,-0.75483555,-7.0985856,-7.3954606,-0.65131927
7437,-6.746911,-7.854334,-5.3035517,-0.778161,-7.1004267,-7.3387074,-0.629723
7438,-6.7979355,-7.9327025,-5.432701,-0.79012334,-7.1123896,-7.3194203,-0.618248
7439,-6.857333,-8.013584,-5.5682716,-0.80655277,-7.1229596,-7.3143654,-0.60342747
7440,-6.9527774,-8.109027,-5.7066836,-0.81996477,-7.1559043,-7.312152,-0.59144866
7441,-7.06342,-8.223576,-5.8759193,-0.819279,-7.196233,-7.3134193,-0.590763
7442,-7.143965,-8.4174,-6.0970874,-0.8197441,-7.2064633,-7.229901,-0.589275
7443,-7.1168337,-8.773082,-6.35902,-0.84339565,-7.249645,-7.136366,-0.56995714
7444,-7.129694,-8.957817,-6.758599,-0.80352104,-7.2703185,-7.047662,-0.6003956
7445,-7.1008835,-8.784477,-6.8704147,-0.7278369,-7.157525,-6.7629933,-0.6672893
7446,-7.0747137,-8.689949,-6.732917,-0.7036198,-7.059088,-6.4887767,-0.6918999
7447,-7.091772,-8.7031,-6.73435,-0.67184913,-7.0780997,-6.388647,-0.72458434
7448,-7.115868,-8.8014145,-6.8170395,-0.63344574,-7.1803226,-6.3932123,-0.76625866
7449,-7.1463394,-8.921728,-6.878759,-0.5975096,-7.277198,-6.4197764,-0.8084475
7450,-7.193703,-9.078468,-6.9378433,-0.57651496,-7.402687,-6.47886,-0.8343281
7451,-7.295176,-9.24635,-7.0236917,-0.5744727,-7.5119724,-6.551036,-0.8361922
7452,-7.441555,-9.429836,-7.0938993,-0.5860862,-7.6251483,-6.656399,-0.8204616
7453,-7.5192165,-9.484061,-7.167656,-0.5680446,-7.6910915,-6.6520295,-0.8434361
7454,-7.5256267,-9.263909,-7.213127,-0.5139084,-7.6076574,-6.4865646,-0.9201591
