Time,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Class 7
1866,-0.024203096,-4.301547,-5.875767,-4.937289,-8.914828,-8.762485,-9.27811
1867,-0.02417189,-4.302248,-5.879642,-4.9382343,-8.922609,-8.770266,-9.289798
1868,-0.02413269,-4.3017206,-5.891322,-4.939172,-8.938194,-8.7858515,-9.30929
1869,-0.02426068,-4.294524,-5.8953567,-4.93344,-8.950042,-8.785979,-9.325044
1870,-0.024440546,-4.2868915,-5.8994427,-4.9219017,-8.954127,-8.7861595,-9.333035
1871,-0.02454652,-4.2830915,-5.9034557,-4.9132185,-8.95814,-8.790172,-9.337049
1872,-0.024726069,-4.276435,-5.903635,-4.901679,-8.966131,-8.790352,-9.34504
1873,-0.025007276,-4.262556,-5.9078226,-4.889265,-8.970319,-8.786726,-9.360947
1874,-0.025282204,-4.251112,-5.9110274,-4.873915,-8.978406,-8.787001,-9.369035
1875,-0.025601786,-4.2416663,-5.9074407,-4.8527503,-8.97482,-8.771695,-9.365448
1876,-0.025930462,-4.2307644,-5.905816,-4.83257,-8.979054,-8.772024,-9.369683
1877,-0.026241807,-4.2183805,-5.906127,-4.817257,-8.983272,-8.7645235,-9.377808
1878,-0.02668706,-4.2012477,-5.9065723,-4.795241,-8.983717,-8.757156,-9.386065
1879,-0.026977025,-4.1907954,-5.904909,-4.780883,-8.984007,-8.749634,-9.39026
1880,-0.027369617,-4.1784925,-5.897489,-4.7607675,-8.972681,-8.738308,-9.378935
1881,-0.027629202,-4.173869,-5.8938417,-4.741496,-8.965129,-8.722943,-9.363569
1882,-0.027673377,-4.1770873,-5.891933,-4.731775,-8.9612665,-8.71908,-9.351894
1883,-0.02774575,-4.1803336,-5.8939586,-4.7181754,-8.9535265,-8.703528,-9.336341
1884,-0.027561802,-4.1940656,-5.8937745,-4.7150617,-8.949436,-8.707251,-9.320532
1885,-0.02745538,-4.2078753,-5.891715,-4.7051897,-8.929798,-8.691521,-9.281362
1886,-0.027011255,-4.233066,-5.891271,-4.712558,-8.921542,-8.694982,-9.253574
1887,-0.026514566,-4.256251,-5.8927274,-4.728663,-8.932764,-8.71011,-9.249171
1888,-0.025892232,-4.283216,-5.9096837,-4.748548,-8.955579,-8.736831,-9.2641735
1889,-0.025374027,-4.3058915,-5.916979,-4.768538,-8.96678,-8.751937,-9.271468
1890,-0.025001103,-4.3274913,-5.918557,-4.7769537,-8.966407,-8.759377,-9.259377
1891,-0.024369083,-4.3571324,-5.931597,-4.7997594,-8.985306,-8.782182,-9.2626505
1892,-0.023959048,-4.377475,-5.938999,-4.8139973,-9.000521,-8.805209,-9.273959
1893,-0.023554064,-4.394892,-5.94836,-4.8321466,-9.023554,-8.828241,-9.293086
1894,-0.023253927,-4.4092402,-5.955872,-4.8435655,-9.042786,-8.851378,-9.312318
1895,-0.023052804,-4.4173403,-5.96153,-4.853131,-9.069928,-8.874616,-9.339461
1896,-0.022959,-4.4206643,-5.9672956,-4.856943,-9.089366,-8.890146,-9.370618
1897,-0.023041705,-4.4148874,-5.9693317,-4.8540964,-9.10898,-8.901948,-9.394137
1898,-0.023095991,-4.413721,-5.9674325,-4.849267,-9.120752,-8.909814,-9.409816
1899,-0.023311032,-4.403438,-5.9676476,-4.837763,-9.140499,-8.917842,-9.433469
1900,-0.023594707,-4.388585,-5.9679313,-4.8251076,-9.160314,-8.929845,-9.465002
1901,-0.024013748,-4.369229,-5.9683504,-4.8040423,-9.176357,-8.926357,-9.492764
1902,-0.024356626,-4.351505,-5.9667397,-4.7907133,-9.196232,-8.934512,-9.528263
1903,-0.024846928,-4.331976,-5.9574647,-4.76679,-9.200628,-8.931097,-9.540472
1904,-0.025278108,-4.318247,-5.944225,-4.7432957,-9.197154,-8.919809,-9.536997
1905,-0.025653336,-4.3073916,-5.9348345,-4.72121,-9.197529,-8.912372,-9.533466
1906,-0.026050668,-4.3003426,-5.9235134,-4.6927986,-9.186208,-8.893238,-9.514332
1907,-0.026243458,-4.303465,-5.910035,-4.672484,-9.170775,-8.877806,-9.487182
1908,-0.026201423,-4.319048,-5.900227,-4.657793,-9.166826,-8.8738575,-9.459796
1909,-0.02625215,-4.325813,-5.8944182,-4.6451488,-9.1629715,-8.870002,-9.440315
1910,-0.02607147,-4.341013,-5.8961906,-4.6420383,-9.170604,-8.877634,-9.436229
1911,-0.025885256,-4.35694,-5.8911214,-4.6408753,-9.174323,-8.88526,-9.42823
1912,-0.025748862,-4.37133,-5.8939147,-4.6348796,-9.178093,-8.88903,-9.420281
1913,-0.025466407,-4.3899684,-5.891679,-4.63948,-9.189529,-8.904372,-9.423905
1914,-0.025215572,-4.405831,-5.898265,-4.642403,-9.200997,-8.91584,-9.427561
1915,-0.024849616,-4.4268274,-5.900829,-4.6520467,-9.21235,-8.9311,-9.435007
1916,-0.024695704,-4.437782,-5.9026275,-4.6531134,-9.231728,-8.94657,-9.446571
1917,-0.024516834,-4.4481015,-5.9092855,-4.656109,-9.254987,-8.965922,-9.46983
1918,-0.024427412,-4.456069,-5.906266,-4.656019,-9.266616,-8.977551,-9.48146
1919,-0.024335492,-4.466475,-5.906174,-4.652509,-9.278242,-8.989179,-9.48918
1920,-0.024194608,-4.477687,-5.9050565,-4.653345,-9.297633,-9.0046625,-9.500757
1921,-0.024065282,-4.4850044,-5.9068804,-4.656878,-9.313129,-9.02016,-9.52016
1922,-0.023954714,-4.494171,-5.9048166,-4.6574993,-9.33255,-9.035674,-9.535674
1923,-0.024026878,-4.498638,-5.8941464,-4.647806,-9.340435,-9.039652,-9.539652
1924,-0.02394055,-4.5068526,-5.893083,-4.6469874,-9.35988,-9.051285,-9.555191
1925,-0.024008377,-4.5088735,-5.891198,-4.6380224,-9.371668,-9.059165,-9.570884
1926,-0.024007218,-4.517906,-5.8833838,-4.6299644,-9.383385,-9.066976,-9.574789
1927,-0.024081094,-4.522375,-5.873692,-4.6202726,-9.387364,-9.0748625,-9.5748625
1928,-0.024093367,-4.522387,-5.8697977,-4.6197968,-9.403001,-9.086594,-9.5905
1929,-0.023980662,-4.526425,-5.8735914,-4.624933,-9.42242,-9.102106,-9.613824
1930,-0.023947634,-4.5302973,-5.8696523,-4.624778,-9.434105,-9.117698,-9.621604
1931,-0.023909783,-4.536118,-5.8647313,-4.623031,-9.457504,-9.141098,-9.637191
1932,-0.023870835,-4.544624,-5.8627386,-4.617621,-9.484809,-9.168403,-9.656683
1933,-0.023991525,-4.5459657,-5.8521175,-4.607,-9.500554,-9.188054,-9.664617
1934,-0.02406113,-4.5479884,-5.8424215,-4.6004777,-9.51625,-9.207655,-9.676405
1935,-0.024193874,-4.5493417,-5.8327885,-4.588648,-9.535913,-9.22732,-9.684349
1936,-0.024608037,-4.5331545,-5.811718,-4.571728,-9.551952,-9.243359,-9.708201
1937,-0.024805194,-4.5267615,-5.8060555,-4.5616713,-9.544336,-9.231837,-9.704493
1938,-0.02454707,-4.5450563,-5.8048205,-4.567517,-9.536266,-9.235485,-9.684703
1939,-0.02451091,-4.559424,-5.7969723,-4.558692,-9.53623,-9.243261,-9.665135
1940,-0.024549635,-4.572646,-5.7921276,-4.5433497,-9.547988,-9.258925,-9.6495495
1941,-0.02444311,-4.587676,-5.788115,-4.5395813,-9.5596,-9.27835,-9.645537
1942,-0.024312774,-4.6019497,-5.785055,-4.5384746,-9.579,-9.301658,-9.653219
1943,-0.02428871,-4.6160855,-5.7772183,-4.529663,-9.590695,-9.317259,-9.645383
1944,-0.024153879,-4.6305995,-5.7751307,-4.52904,-9.60228,-9.336656,-9.641341
1945,-0.024085676,-4.643226,-5.7672496,-4.526042,-9.606117,-9.352213,-9.633461
1946,-0.023939574,-4.6591935,-5.7622213,-4.526384,-9.61769,-9.371599,-9.629409
1947,-0.023941346,-4.6679845,-5.750504,-4.521991,-9.617692,-9.379414,-9.621597
1948,-0.023800148,-4.6851773,-5.7435265,-4.5218496,-9.625362,-9.398802,-9.613644
1949,-0.02359849,-4.704751,-5.7394185,-4.524578,-9.632974,-9.418131,-9.60563
1950,-0.023660008,-4.714334,-5.7267847,-4.5148735,-9.633035,-9.429911,-9.593973
1951,-0.023436658,-4.736083,-5.7187495,-4.519533,-9.636718,-9.449219,-9.578124
1952,-0.023231842,-4.7573624,-5.7136617,-4.5222583,-9.652138,-9.472451,-9.574014
1953,-0.023085074,-4.7799206,-5.705702,-4.520158,-9.659803,-9.495742,-9.558242
1954,-0.022808919,-4.811871,-5.706403,-4.5203705,-9.671247,-9.518903,-9.538434
1955,-0.022690991,-4.833725,-5.6916366,-4.5192757,-9.678941,-9.542222,-9.518785
1956,-0.02262179,-4.858071,-5.6788716,-4.511882,-9.69059,-9.561685,-9.499185
1957,-0.022536924,-4.8855743,-5.6641383,-4.504961,-9.694411,-9.577225,-9.471756
1958,-0.022453042,-4.915275,-5.6445236,-4.498529,-9.709952,-9.600578,-9.452142
1959,-0.022446154,-4.961167,-5.617661,-4.4785023,-9.729477,-9.616197,-9.413073
1960,-0.02238538,-5.009934,-5.5936747,-4.4623275,-9.748947,-9.631761,-9.377858
1961,-0.022600815,-5.0477476,-5.555804,-4.435687,-9.756976,-9.635882,-9.333149
1962,-0.022875207,-5.083178,-5.5140853,-4.4086175,-9.76897,-9.64397,-9.296313
1963,-0.023199813,-5.117194,-5.468512,-4.3815985,-9.7732,-9.6482,-9.255622
1964,-0.023562301,-5.1495395,-5.4224877,-4.354617,-9.777469,-9.648562,-9.209109
1965,-0.023870347,-5.1679144,-5.374456,-4.3402767,-9.769964,-9.652777,-9.176214
1966,-0.024231672,-5.1846333,-5.323304,-4.3250127,-9.762513,-9.657044,-9.143373
1967,-0.02485053,-5.1937976,-5.2628884,-4.2992644,-9.747507,-9.645945,-9.102976
1968,-0.02566826,-5.195592,-5.19193,-4.268832,-9.728793,-9.631138,-9.060825
1969,-0.02673671,-5.1900682,-5.110233,-4.231815,-9.7025175,-9.608768,-9.013065
1970,-0.028038599,-5.1784306,-5.021691,-4.189172,-9.672569,-9.5827265,-8.961632
1971,-0.029463539,-5.1686244,-4.9327836,-4.1437206,-9.642745,-9.5568075,-8.906416
1972,-0.031338274,-5.137784,-4.8340716,-4.0899315,-9.593839,-9.515714,-8.836025
1973,-0.03345292,-5.0988827,-4.729742,-4.0363827,-9.539312,-9.472907,-8.758062
1974,-0.03661577,-5.0258737,-4.606929,-3.9594672,-9.462399,-9.409665,-8.665524
1975,-0.04108661,-4.930247,-4.4722395,-3.8516366,-9.37898,-9.339916,-8.566477
1976,-0.04685703,-4.8432426,-4.3134584,-3.7255683,-9.279279,-9.249983,-8.427716
1977,-0.054715198,-4.736844,-4.125027,-3.5810823,-9.156279,-9.136746,-8.265652
1978,-0.06512246,-4.62567,-3.9166858,-3.417661,-9.022154,-9.010433,-8.074889
1979,-0.07898358,-4.5120897,-3.6844523,-3.2391405,-8.879765,-8.891483,-7.86414
1980,-0.09867175,-4.394814,-3.4189837,-3.0351954,-8.72758,-8.770548,-7.620155
1981,-0.124624886,-4.3970857,-3.14025,-2.8043125,-8.566031,-8.605093,-7.3160315
1982,-0.16181336,-4.3947234,-2.8317351,-2.567089,-8.376657,-8.443063,-6.966501
1983,-0.21663848,-4.3907104,-2.4910526,-2.3260133,-8.189296,-8.32992,-6.599451
1984,-0.304845,-4.364415,-2.1261344,-2.0548456,-7.9923453,-8.218908,-6.2032833
1985,-0.47057712,-4.3035865,-1.7264365,-1.7147177,-7.7752657,-8.04089,-5.7557335
1986,-0.74772745,-4.250657,-1.3707734,-1.3746797,-7.6227264,-7.927415,-5.3766336
1987,-1.1454328,-4.2235594,-1.0946516,-1.1219954,-7.5380106,-7.92473,-5.1014876
1988,-1.6940057,-4.0856075,-0.9615839,-0.89322454,-7.4537735,-7.793615,-4.9918575
1989,-2.399581,-3.9327822,-0.9620796,-0.6945008,-7.3331733,-7.548016,-4.9542665
1990,-2.954682,-3.932221,-0.95077765,-0.6285095,-7.2867136,-7.446869,-4.932221
1991,-3.2603827,-4.014289,-0.91858697,-0.62366354,-7.318977,-7.5006166,-4.920539
1992,-3.4496796,-4.0766335,-0.9047597,-0.61960214,-7.3617897,-7.5571017,-4.916477
1993,-3.5705197,-4.129601,-0.9167129,-0.6022578,-7.4186645,-7.60421,-4.924524
1994,-3.6470203,-4.164109,-0.9297372,-0.5879371,-7.4629374,-7.6328588,-4.9336405
1995,-3.7207396,-4.1699567,-0.92874914,-0.58499587,-7.479527,-7.6553087,-4.942418
1996,-3.782752,-4.166052,-0.9180076,-0.5898801,-7.494177,-7.691443,-4.960974
1997,-3.8355558,-4.130965,-0.8936622,-0.6065516,-7.481552,-7.713974,-4.9688563
1998,-3.8956473,-4.107805,-0.86830384,-0.62416244,-7.4815845,-7.758929,-4.9815845
1999,-3.9699852,-4.0815573,-0.8454737,-0.640395,-7.476333,-7.802505,-4.9860983
2000,-4.0606847,-4.0555577,-0.8175211,-0.6612703,-7.475724,-7.856584,-4.996232
2001,-4.1580124,-4.002496,-0.7815488,-0.691704,-7.4475646,-7.8909245,-5.0032287
2002,-4.2398977,-3.9491265,-0.73843294,-0.7325735,-7.390777,-7.9103084,-4.990386
2003,-4.2963634,-3.9194107,-0.7084729,-0.7631604,-7.3451924,-7.9233174,-4.971168
2004,-4.22565,-3.9241364,-0.6983061,-0.7764311,-7.3174477,-7.913151,-4.9444
2005,-4.188852,-3.9268887,-0.66931975,-0.80994546,-7.309946,-7.966197,-4.9368987
2006,-4.0612035,-3.902268,-0.6544645,-0.83219963,-7.3439183,-8.021653,-4.992356
2007,-3.8369863,-3.917308,-0.6538798,-0.8413805,-7.3882556,-8.048412,-5.0405993
2008,-3.5598786,-3.9595373,-0.62530816,-0.8909342,-7.416324,-8.1174965,-5.080388
2009,-3.1935337,-3.978934,-0.6066192,-0.946466,-7.4210725,-8.173025,-5.1017394
2010,-2.7487829,-4.006596,-0.63257235,-0.968513,-7.4450727,-8.226322,-5.1032777
2011,-2.1873293,-4.0926023,-0.73029816,-0.96076715,-7.5349855,-8.191236,-5.130689
2012,-1.5710465,-4.3005385,-0.89917153,-1.0065933,-7.715578,-8.180423,-5.1999526
2013,-1.1035722,-4.585017,-1.0977129,-1.1426347,-7.9336505,-8.2852125,-5.3203692
2014,-0.8797015,-4.801576,-1.2468902,-1.2566556,-8.098453,-8.403139,-5.438296
2015,-0.720286,-4.9556375,-1.3823943,-1.3823943,-8.214426,-8.5034895,-5.54255
2016,-0.6072023,-5.0740013,-1.4978279,-1.50857,-8.292748,-8.597439,-5.628687
2017,-0.5259118,-5.182162,-1.5962254,-1.6245453,-8.377474,-8.686068,-5.711461
2018,-0.46060836,-5.278968,-1.6881474,-1.7389287,-8.452797,-8.7574835,-5.7887335
2019,-0.39926454,-5.3738737,-1.7840302,-1.8748504,-8.508639,-8.809421,-5.8562956
2020,-0.34861585,-5.4570146,-1.8730298,-2.0146317,-8.543928,-8.844709,-5.9130692
2021,-0.3115152,-5.5263596,-1.9560468,-2.1259687,-8.569327,-8.881828,-5.944328
2022,-0.28631708,-5.581239,-2.0216699,-2.208192,-8.594911,-8.911319,-5.969911
2023,-0.2687659,-5.6242347,-2.0675936,-2.2756019,-8.604703,-8.940642,-5.9797034
2024,-0.25764778,-5.654132,-2.092609,-2.3289368,-8.593585,-8.949055,-5.971515
2025,-0.25192684,-5.6679425,-2.0986066,-2.3681378,-8.552708,-8.951146,-5.9374733
2026,-0.24967746,-5.6695995,-2.0944042,-2.3942087,-8.499678,-8.929366,-5.887373
2027,-0.25286895,-5.659119,-2.0741572,-2.3974001,-8.428651,-8.893496,-5.8182983
2028,-0.26143137,-5.634478,-2.039752,-2.3776424,-8.33565,-8.827838,-5.7252984
2029,-0.27348056,-5.603559,-1.9961392,-2.3467226,-8.23442,-8.753949,-5.6201606
2030,-0.2921353,-5.565573,-1.9337373,-2.2999477,-8.104635,-8.659323,-5.4825673
2031,-0.3193937,-5.5147085,-1.856503,-2.2275968,-7.9639254,-8.534237,-5.332089
2032,-0.35832182,-5.459884,-1.7645718,-2.1268773,-7.807541,-8.401291,-5.1503143
2033,-0.41115186,-5.4033394,-1.6611519,-2.0029485,-7.653341,-8.250996,-4.9590044
2034,-0.47639108,-5.4373283,-1.563306,-1.86018,-7.5584216,-8.117016,-4.742016
2035,-0.5688091,-5.4652934,-1.4477155,-1.7006453,-7.4535747,-7.977012,-4.512169
2036,-0.70277524,-5.4723063,-1.3180093,-1.5240643,-7.331682,-7.837541,-4.2652755
2037,-0.89870477,-5.4709706,-1.1740961,-1.3479233,-7.1604233,-7.6428456,-3.986597
2038,-1.1721139,-5.420161,-1.0588328,-1.1613718,-6.988521,-7.422114,-3.7121532
2039,-1.515655,-5.3008113,-0.9414362,-1.0390925,-6.820345,-7.2539363,-3.5163875
2040,-2.0464525,-5.134344,-0.80426586,-0.9566096,-6.702705,-7.194891,-3.4632003
2041,-2.6229703,-4.992111,-0.6952362,-0.9432835,-6.622972,-7.253832,-3.4972382
2042,-3.167917,-4.921823,-0.6386195,-0.93744934,-6.603464,-7.3495574,-3.5412078
2043,-3.651581,-4.9064636,-0.6115414,-0.92794985,-6.664276,-7.4982605,-3.6139834
2044,-4.1288366,-4.906181,-0.60930574,-0.90422904,-6.7147746,-7.593681,-3.6420214
2045,-4.536291,-4.9376583,-0.58218914,-0.92594236,-6.7735953,-7.726721,-3.6612923
2046,-4.7381225,-4.9422245,-0.5613647,-0.9480845,-6.8211303,-7.8426166,-3.700526
2047,-4.8981495,-4.9508843,-0.5446339,-0.96455634,-6.898149,-7.9391656,-3.777056
2048,-5.015217,-4.981036,-0.5435355,-0.95955163,-6.984942,-8.0318165,-3.8401663
2049,-5.0765185,-5.0042524,-0.5501498,-0.9446819,-7.0618696,-8.100931,-3.9009798
2050,-5.1459494,-5.020951,-0.55122256,-0.93794227,-7.143021,-8.172317,-3.972365
2051,-5.219966,-5.0412574,-0.55785644,-0.9250454,-7.2121534,-8.241449,-4.0075636
2052,-5.2543707,-5.0492945,-0.56980026,-0.90769374,-7.2494884,-8.304174,-4.0002203
2053,-5.2838798,-5.0280213,-0.5944266,-0.8737246,-7.264349,-8.274114,-4.0092216
2054,-5.2871165,-5.0693436,-0.63086575,-0.82617885,-7.326179,-8.244146,-4.0236883
2055,-5.319566,-5.1203485,-0.66233855,-0.7873392,-7.4006205,-8.271713,-4.0417337
2056,-5.342451,-5.187179,-0.6725283,-0.7760448,-7.41667,-8.262372,-4.0101757
2057,-5.344521,-5.1999927,-0.69706017,-0.74979454,-7.4392476,-8.255653,-3.9980855
2058,-5.314375,-5.2489467,-0.70890635,-0.7382032,-7.472578,-8.306561,-3.9708693
2059,-5.310658,-5.2881975,-0.71300143,-0.73448586,-7.4942513,-8.334095,-3.948109
2060,-5.289881,-5.35531,-0.72445077,-0.72445077,-7.499841,-8.322106,-3.8992562
2061,-5.2647815,-5.402476,-0.73157746,-0.7198587,-7.4679055,-8.266733,-3.8385143
2062,-5.2403655,-5.467903,-0.7403642,-0.71497357,-7.429817,-8.201302,-3.7520838
2063,-5.201043,-5.5037746,-0.7518222,-0.7088535,-7.370963,-8.11901,-3.6583166
2064,-5.1645727,-5.5903525,-0.7641806,-0.7016806,-7.350119,-8.061056,-3.5710652
2065,-5.1221004,-5.6562796,-0.77542,-0.697295,-7.3008122,-7.9902654,-3.4709768
2066,-5.0634847,-5.7197347,-0.7880941,-0.69238985,-7.2587996,-7.9287205,-3.3742754
2067,-4.9734864,-5.7605963,-0.7957519,-0.69223523,-7.2215347,-7.8699713,-3.2935545
2068,-4.8889713,-5.803035,-0.80498713,-0.6917048,-7.1838937,-7.8127995,-3.207087
2069,-4.808191,-5.8492084,-0.8140508,-0.69295585,-7.1499887,-7.7671757,-3.110196
2070,-4.7040896,-5.8935447,-0.8271367,-0.6943242,-7.0908084,-7.706043,-2.9919317
2071,-4.572561,-5.961232,-0.8440445,-0.6916997,-7.0803723,-7.672169,-2.898732
2072,-4.4285192,-6.0203156,-0.86015916,-0.6921893,-7.057425,-7.621877,-2.8015654
2073,-4.169784,-6.055038,-0.88316333,-0.6937101,-7.000351,-7.539413,-2.6946862
2074,-3.749801,-6.0935497,-0.9138625,-0.69706553,-6.9548783,-7.4490185,-2.6081982
2075,-3.4616134,-6.140325,-0.9430601,-0.7008722,-6.925481,-7.378607,-2.5348568
2076,-3.1927106,-6.1321626,-0.9720073,-0.7141943,-6.839194,-7.2747436,-2.4407597
2077,-2.9552867,-6.0168104,-1.0109515,-0.7394665,-6.6593895,-7.081263,-2.2814586
2078,-2.845864,-5.8077784,-1.0128566,-0.788247,-6.4737935,-6.9620748,-2.1319969
2079,-2.7904947,-5.6703773,-0.88522124,-0.94772124,-6.3774085,-7.1078773,-2.02194
2080,-2.8388212,-5.7519073,-0.9315946,-0.919876,-6.277298,-7.2245636,-1.9433156
2081,-2.8969162,-6.017034,-0.8920333,-1.013127,-5.979924,-7.2553144,-1.7943771
2082,-3.185269,-6.0456195,-0.7370256,-1.1725727,-5.772182,-7.360073,-1.8053861
2083,-3.658937,-6.030517,-0.5773923,-1.2414548,-5.91333,-7.706299,-2.134033
2084,-4.0766954,-5.9565787,-0.49954733,-1.2807971,-5.995641,-7.897985,-2.375524
2085,-4.669724,-5.855271,-0.47636458,-1.2556614,-6.0681615,-8.007615,-2.535935
2086,-4.9220257,-5.859524,-0.44350845,-1.2833521,-6.1856956,-8.197414,-2.6788597
2087,-5.129795,-5.9022555,-0.4081151,-1.3338962,-6.3065543,-8.388586,-2.797765
2088,-5.2884445,-5.9222336,-0.39293703,-1.3538746,-6.3792653,-8.490593,-2.863641
2089,-5.494117,-5.9296637,-0.37106982,-1.3964628,-6.415992,-8.574195,-2.919898
2090,-5.7235703,-5.924742,-0.3524768,-1.4032595,-6.580992,-8.707945,-3.128844
2091,-5.831983,-5.8886237,-0.35151452,-1.3788599,-6.689405,-8.703077,-3.2860847
2092,-5.8847194,-5.8710475,-0.34175092,-1.3886275,-6.7597194,-8.72847,-3.4071813
2093,-5.9295354,-5.8748474,-0.33187902,-1.4021926,-6.837739,-8.792816,-3.5174265
2094,-5.940735,-5.8782353,-0.3313601,-1.3997205,-6.8743296,-8.83136,-3.5481572
2095,-5.9484744,-5.8654666,-0.33031052,-1.3967179,-6.912344,-8.853747,-3.6005743
2096,-5.9596863,-5.8815613,-0.3210146,-1.4167184,-6.965546,-8.910858,-3.664032
2097,-5.990586,-5.910507,-0.306992,-1.4515234,-7.0296483,-9.002305,-3.7335057
2098,-5.9877367,-5.9047294,-0.30316672,-1.4613699,-7.0512133,-9.06098,-3.7555592
2099,-6.0026836,-5.910887,-0.3054183,-1.4519029,-7.084715,-9.090575,-3.775389
2100,-6.0170608,-5.9194045,-0.30612317,-1.4467484,-7.11667,-9.134249,-3.8019726
2101,-6.035293,-5.921035,-0.30580062,-1.4444728,-7.1436915,-9.157364,-3.8338768
2102,-6.0513644,-5.9263644,-0.30527094,-1.4419899,-7.184177,-9.199802,-3.8758273
2103,-6.055379,-5.9284263,-0.30537915,-1.4381919,-7.217489,-9.231161,-3.9140215
2104,-6.0890613,-5.9386706,-0.30390495,-1.4386708,-7.2628894,-9.296093,-3.956493
2105,-6.131245,-5.924213,-0.30311945,-1.4378853,-7.285541,-9.338276,-3.9933052
2106,-6.1766376,-5.8953857,-0.30163568,-1.4383547,-7.3114014,-9.368042,-4.046021
2107,-6.220623,-5.871013,-0.2948416,-1.454998,-7.339763,-9.419842,-4.109784
2108,-6.252569,-5.855108,-0.29163155,-1.4615536,-7.3678036,-9.455694,-4.1617494
2109,-6.2587266,-5.8261085,-0.29388228,-1.4520855,-7.3934913,-9.454039,-4.199888
2110,-6.26034,-5.789636,-0.29549584,-1.4458867,-7.4009643,-9.440027,-4.223963
2111,-6.2665563,-5.7548375,-0.29389977,-1.4501499,-7.3993683,-9.430619,-4.243607
2112,-6.2891726,-5.7335086,-0.2950322,-1.445423,-7.40636,-9.4200325,-4.264026
2113,-6.2866225,-5.7241225,-0.2905288,-1.4584976,-7.4135756,-9.411623,-4.287843
2114,-6.2660403,-5.739673,-0.2816652,-1.4867433,-7.412524,-9.418385,-4.30022
2115,-6.253614,-5.740918,-0.27900437,-1.4958013,-7.4098635,-9.407911,-4.2997565
2116,-6.2754803,-5.731534,-0.28329217,-1.4805578,-7.437589,-9.416105,-4.3128333
2117,-6.2943764,-5.7074623,-0.2885172,-1.4623454,-7.466252,-9.417424,-4.3341713
2118,-6.3049326,-5.6809087,-0.29711968,-1.4338387,-7.4943857,-9.410401,-4.360108
2119,-6.27872,-5.662509,-0.30606374,-1.4076269,-7.4916105,-9.37247,-4.3470793
2120,-6.264702,-5.6709514,-0.30571687,-1.409233,-7.493217,-9.37603,-4.336234
2121,-6.260997,-5.693613,-0.29615232,-1.4387306,-7.485606,-9.393808,-4.3293557
2122,-6.2654653,-5.702965,-0.291832,-1.4519883,-7.491051,-9.397302,-4.333336
2123,-6.271472,-5.707019,-0.29295635,-1.4472533,-7.51952,-9.406238,-4.351062
2124,-6.2482977,-5.698492,-0.29517192,-1.4397033,-7.5393143,-9.400641,-4.3662167
2125,-6.2225466,-5.6678586,-0.30067125,-1.4237185,-7.5291877,-9.370984,-4.3582883
2126,-6.1957803,-5.636208,-0.30515304,-1.4125754,-7.4946065,-9.328591,-4.3256607
2127,-6.194674,-5.6341248,-0.30306962,-1.4202574,-7.4749446,-9.326508,-4.3028255
2128,-6.1827054,-5.6045794,-0.31161013,-1.3975483,-7.4405165,-9.268641,-4.2613173
2129,-6.2008033,-5.5816607,-0.31798837,-1.3785356,-7.452754,-9.263301,-4.270625
2130,-6.229986,-5.5659246,-0.31787694,-1.376471,-7.4917054,-9.313971,-4.31275
2131,-6.250968,-5.5497966,-0.31444395,-1.3847564,-7.5117097,-9.333976,-4.3452053
2132,-6.274809,-5.5462937,-0.3089881,-1.3988326,-7.5355515,-9.375395,-4.380277
2133,-6.305679,-5.5810695,-0.3047017,-1.4082178,-7.605483,-9.441421,-4.430678
2134,-6.3037176,-5.5927806,-0.30371773,-1.409187,-7.6533275,-9.4795,-4.4668036
2135,-6.2853026,-5.5763187,-0.30288061,-1.4103029,-7.679834,-9.5099125,-4.5046625
2136,-6.2766533,-5.571575,-0.30204347,-1.411419,-7.708294,-9.544231,-4.5382495
2137,-6.2754636,-5.5733156,-0.30476016,-1.402417,-7.7344475,-9.582105,-4.5552483
2138,-6.2636642,-5.5615163,-0.30663255,-1.396477,-7.749992,-9.583977,-4.569328
2139,-6.26555,-5.5409403,-0.3085187,-1.3905507,-7.7596903,-9.581957,-4.58452
2140,-6.2728653,-5.5355606,-0.31290412,-1.3773574,-7.773842,-9.582437,-4.5936656
2141,-6.2691226,-5.524006,-0.31502086,-1.371662,-7.770099,-9.572834,-4.5887027
2142,-6.2611127,-5.5111136,-0.3177524,-1.3646281,-7.7591586,-9.552128,-4.5762973
2143,-6.22057,-5.4998674,-0.3201785,-1.3592434,-7.738147,-9.519398,-4.5524783
2144,-6.184203,-5.4986563,-0.31896746,-1.3638902,-7.7193584,-9.494749,-4.531614
2145,-6.1545715,-5.5002756,-0.3186331,-1.3655088,-7.713165,-9.490509,-4.52127
2146,-6.121035,-5.5097084,-0.31830028,-1.3671291,-7.7108784,-9.486269,-4.508852
2147,-6.1053634,-5.528215,-0.3182535,-1.3670822,-7.724504,-9.497941,-4.5088053
2148,-6.086774,-5.542828,-0.31724232,-1.3699771,-7.7313046,-9.512555,-4.5069394
2149,-6.084035,-5.5430193,-0.31840962,-1.3672383,-7.714894,-9.498097,-4.494435
2150,-6.082099,-5.551826,-0.32233286,-1.3574913,-7.69538,-9.474677,-4.461737
2151,-6.043238,-5.5471454,-0.32253492,-1.3596466,-7.6487074,-9.428004,-4.4138436
